text,effective
"b'@Eugene_Robinson America will not b undermined as long as Trump is in,by U &amp; all your global warming bullshit.No more apologies for America.'",F,F
b'global warming conference\xe3\x80\x80\xe5\x9c\xb0\xe7\x90\x83\xe6\xb8\xa9\xe6\x9a\x96\xe5\x8c\x96\xe4\xbc\x9a\xe8\xad\xb0',F,F
b'RT @SteveSGoddard: How is that North Dakota global warming protest coming along? https://t.co/KTD5xq33sf',T,T
b'RT @StateofGlobe: Top university stole millions from taxpayers by faking global warming research - https://t.co/gxyk0kdw9A - https://t.co/m\xe2\x80\xa6',T,T
b'RT @PatriotGeorgia: New Study Casts Doubt On A Key Metric For Global Warming | The Daily Caller https://t.co/jvYbaAPGuJ',T,T
b'RT @wattsupwiththat: NYT Blames Winter Chill on Global\xc2\xa0Warming https://t.co/Wu1YOHAmfz https://t.co/Jhs7AeyuXj',T,T
b'RT @omoissy: Do they stop global warming? https://t.co/EQmijKplQt',T,T
b'@MotherJones ...great to know our govt is making global warming a priority...',F,F
b'Frequent hysterical exaggeration is why the global warming theory is questioned so often https://t.co/D8QibsolLC',F,F
b'@CarolineLucas @BritishGas @centricaplc we have written to Centrica about this https://t.co/aKRsMLqkxm',F,F
b'RT @kkklaaa: How u believe in god and not global warming',T,T
b'Feeling a Chill? Blame the Polar Vortex. And Global Warming. - New York Times https://t.co/eVisJNmcBk',F,F
b'RT @TheGladStork: Maybe baby boomers would take global warming seriously if we told them it was like letting a millennial control their the\xe2\x80\xa6',T,T
"b""I'm befuddled, dumbfounded, and flabbergasted! It just snowed in Reykjav\xc3\xadk! (For like 10 seconds, now back to global warming)""",F,F
b'@paulbloomatyale @R_Kri5hna @peterboghossian helllo internet. did you know we have to fix global warming?',F,F
"b""this rash robin's egg blue marigolds global warming orangered thank family""",F,F
b'@adamvaughan_uk We have written to them telling them to look at this as a solution to CO2 https://t.co/aKRsMLqkxm',F,F
b'RT @MichaelRCaputo: Frequent hysterical exaggeration is why the global warming theory is questioned so often https://t.co/D8QibsolLC',T,T
b'RT @melanie_murvine: We all knew they were all frauds when none of them would stop flying in their private jets! https://t.co/zRCeyLkeDi',T,T
b'No...and stick the global warming BS as well! No room for Leftist claptrap in this White House admin! https://t.co/ZQjXsB8x4a',F,F
"b""@ACGREENPARTY @sparkyNadine NO GLOBAL WARMING, NO MAN MADE CLIMATE CHANGE. It's a scam. You already appear foolish. Welcome.""",T,T
"b'RT @Globe_Pics: ""STOP GLOBAL WARMING"" &amp; save our Planet Earth! https://t.co/nED9VlqSqs'",T,T
b'@RetroGameFix oh snap im in wisconsin. I like peole moaning about 1 degree weather. Try -25 lol global warming kicking our asses over here',F,F
b'@davidleigh3 Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'@lawrencecarter1 @Glinner Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'seasonal climate change is seasonal \nhttps://t.co/G0dBRTcTyn',T,T
b'RT @melanie_murvine: We all knew they were all frauds when none of them would stop flying in their private jets! https://t.co/zRCeyLkeDi',T,T
b'RT @CraigRozniecki: James Inhofe will get into a snowball fight in Antarctica and claim that it disproves global warming.\n#2017Predictions',T,T
b'@AlgoPolitic Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'Just \xf0\x9f\xa4\x94 of all the lies you have heard in the last 10 years.. \nGlobal warming\nkeep your doctor... https://t.co/PqnIbrxHIM',F,F
b'@ecotricity Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'RT @nia4_trump: #StandUpForScience Global Warming is a SCAM. Climate changes...duh\n#GlobalScamming https://t.co/tEpGljOwCw',T,T
b'@Mark_Jago @Energydesk Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'@GreenGrounded Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'@GenerationCO2 Look at this as a solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',F,F
b'RT @SteveSGoddard: How is that North Dakota global warming protest coming along? https://t.co/KTD5xq33sf',T,T
b'RT @PatriotGeorgia: New Study Casts Doubt On A Key Metric For Global Warming | The Daily Caller https://t.co/jvYbaAPGuJ',T,T
b'What are some consequences of global warming?',F,F
"b'@NewsHour The MSM has spread the fake news of global warming, Obamakare, etc., unchecked, so what would change that?'",F,F
b'Al Gore is a fraud and refuses to debate global warming https://t.co/rBeijnd5XX',F,F
b'RT @wattsupwiththat: NYT Blames Winter Chill on Global\xc2\xa0Warming https://t.co/Wu1YOHAmfz https://t.co/Jhs7AeyuXj',T,T
"b""RT @News_Letter: Sammy Wilson: Belief in global warming 'green guff' closed down essential RHI debate \n#GREENGUFF #RHI #RHINOLAN\n\nhttps://t\xe2\x80\xa6""",T,T
"b""@CNN @NewDay @ChrisCuomo  Ivanka want to work for children and global warming fine! She doesn't have to be in White House to do!""",F,F
b'@BreitbartVideo @pamkeyNEN @BreitbartNews Governor Brown will personally stop global warming now? Funny!',F,F
b'RSS bjp thinks he as brought from black money https://t.co/Z6m9TudtJs',F,F
b'Takes a special kind of stupid to go with this theory...\nGlobal warming extends winter!!! https://t.co/wVfRFmt15C',F,F
"b""RT @_king_nolan: See global warming isn't real""",T,T
b'@AnwarKnight Are accumulation records kept? I would love to know what the record is for Dec. We had 3 cm. total last Dec. Global warming?',F,F
b'RT @treystahl_: how is global warming even a thing rn when the whole united states has basically frozen over',T,T
"b""Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 https://t.co/2IuQZX2RrM""",F,F
b'@RisingTideNA RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
b'TBH fuck global warming. \xf0\x9f\x92\xaf\xf0\x9f\x92\xaf',F,F
"b'""Science is the belief in the ignorance of experts""\nRichard Feynman\n\nGlobal Warming vs Global Greening\nhttps://t.co/OjPsrFTjsy'",F,F
b'@marygodwinning Where Is Global Warming When I Need A Cigarette In Mid-December hit new single by Fall Out Boy',F,F
"b""ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on t\xe2\x80\xa6 https://t.co/kTiUvkBw28""",F,F
b'RT @REAL_Cey_zar: HES RATING TV SHOWS AND MAGAZINES NOW. WHAT CANT HE DO! Oh Aleppo? Nah! Global Warming? Who?\xe2\x80\xa6 ',T,T
b'@DeSmogUK RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
b'RT @Lite_Right: @1followernodad @ian5446 so basically globalism will have the same end result as global warming?',T,T
b'@CrispinDowler @GPinvestigates RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
b'RT @SteveSGoddard: How is that North Dakota global warming protest coming along? https://t.co/KTD5xq33sf',T,T
"b'RT @HugotSnap: ""Ginawa kitang mundo ko. Nagka-global warming ata, bigla ka na lang nagbago."" https://t.co/SZPkJNxgBn'",T,T
"b""RT @democraticbear: While Trump is getting caught being a Soviet hack, we haven't being paying attention to N. Korea, Hell in Syria, Global\xe2\x80\xa6""",T,T
b'RT @SteveSGoddard: How is that North Dakota global warming protest coming along? https://t.co/KTD5xq33sf',T,T
"b'13,950 peer reviewed climate articles, only 24 rejected global warming. A failure of wisdom says Dr. Najam https://t.co/HcGxWaXpYS'",F,F
b'@JunkScience BP are looking at this RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'@GearBooks RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
b'RT @stephiebeaudoin: Definitely feeling the chill in #Chicago! - Feeling a Chill? Blame the Polar Vortex. And Global Warming. https://t.co/\xe2\x80\xa6',T,T
b'How ya all enjoying that carbon tax justifying global warming..sorry climate change this morning?',F,F
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'RT @MichaelRCaputo: Frequent hysterical exaggeration is why the global warming theory is questioned so often https://t.co/D8QibsolLC',T,T
b'@Deduleasa RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
b'@TreeBanker @ELDaily RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'RT @NewClimateEcon: 8 in 10 Americans support a carbon tax or carbon regulation to stop global warming. 5 in 10 support both.\xe2\x80\xa6 ',T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'@JoeMattes RT this as a natural solution to CO2 will also grow fish and clean the Oceans https://t.co/aKRsMLqkxm',T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'Sounds like good advice seeing as I have all the makings. https://t.co/DoSNV5DHHx',F,F
b'RT @SteveSGoddard: How is that North Dakota global warming protest coming along? https://t.co/KTD5xq33sf',T,T
b'RT @threeinchfooll: Exclusive! RSS Scientists Have Discovered the Single Cause of Global Warming!!! https://t.co/8QxTf6qr8Q',T,T
"b'RT @ChemistryWorld: Distributing limestone particles into upper atmosphere could apply a brake to global warming, scientists suggest\nhttps:\xe2\x80\xa6'",T,T
b'Feeling a Chill? Blame the Polar Vortex. And Global Warming. https://t.co/Fapww7ObJN',F,F
b'@CindyBP This would pull the rug from under the climate zealots natural solution to CO2 will also grow fish https://t.co/aKRsMLqkxm',F,F
"b""@rubensborges Global Warming Alarmists Caught Doctoring '97-Percent Consensus' Claims. https://t.co/wZy0SPQeuN John Cook et el is a crook.""",F,F
"b""RT @Harnessracer101: If anyone needs me, I'll be outside continuously spraying aerosol cans in an effort to speed up global warming""",T,T
b'RT @wattsupwiththat: NYT Blames Winter Chill on Global\xc2\xa0Warming https://t.co/Wu1YOHAmfz https://t.co/Jhs7AeyuXj',T,T
b'RT @curryja: Impending collapse of the global warming scare?\nhttps://t.co/95H3l6lxl7',T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
"b'Steve Bannon: ""Global warming is manufactured"" hoax via /r/climate https://t.co/IkvmLd2sLS #rejectcapitalism #soci\xe2\x80\xa6 https://t.co/S8S8Q5aqdG'",F,F
"b'screw this cold weather crap, whats this global warming thing im always hearing about? it need to hurry up lol'",F,F
"b""@PhotoCred_TheU and i'm literally freezing my balls off today ? how dare they say global warming doesn't exist !""",F,F
"b'I was promised there would be global warming, and I got excited, does this look like global warming?  More broken p\xe2\x80\xa6 https://t.co/aFmL4SE5k2'",F,F
b'RT @GwareWare: Global Warming my ass',T,T
b'Global Warming Theories Implode With Record High Sea-Ice Levels https://t.co/AhOYwrVfTa via @yournewswire',F,F
"b""@DC1776 @GayPatriot you're wrong!  they will use global warming to kill you over the next 100 million years.  A slow death...""",F,F
b'RT @MichaelRCaputo: Frequent hysterical exaggeration is why the global warming theory is questioned so often https://t.co/D8QibsolLC',T,T
b'https://t.co/p29PNDKy9s           Global Warming Erosion',F,F
b'@Rashantitty global warming gonna kill us all',F,F
b'Global warming my ass its cold asf',F,F
b'How the Global Warming Scare Began https://t.co/PxUDSYJHYP #climate #change #gore #hoax #revision #global #warming',F,F
b'RT @threeinchfooll: Exclusive! RSS Scientists Have Discovered the Single Cause of Global Warming!!! https://t.co/8QxTf6qr8Q',T,T
b'#weather Feeling a Chill? Blame the Polar Vortex. And Global Warming. \xe2\x80\x93 New York Times https://t.co/lLtHiOpb40 #forecast',F,F
b'#weather Feeling a Chill? Blame the Polar Vortex. And Global Warming. \xe2\x80\x93 New York Times https://t.co/ZxVWipdQsV #forecast',F,F
b'#weather Feeling a Chill? Blame the Polar Vortex. And Global Warming. \xe2\x80\x93 New York Times https://t.co/2lnvVQ9bTo #forecast',F,F
b'https://t.co/SbpS8X1OBa #Israel #ICC4Israel #IsraeliApartheid #BDS #IDF',F,F
b'#weather Feeling a Chill? Blame the Polar Vortex. And Global Warming. \xe2\x80\x93 New York Times https://t.co/M9IVux83uK #forecast',F,F
b'#weather Feeling a Chill? Blame the Polar Vortex. And Global Warming. \xe2\x80\x93 New York Times https://t.co/pZFVbGfIWX #forecast',F,F
b'#weather Feeling a Chill? Blame the Polar Vortex. And Global Warming. \xe2\x80\x93 New York Times https://t.co/LOjrlBvRr8 #forecast',F,F
"b""Technology Won't Stop Global Warming, Economists Say https://t.co/01UfeLZb4o""",F,F
b'RT @hockeyschtick1: NYT Blames Winter Chill on Global Warming https://t.co/TzOWmgiCfk',T,T
"b""Only a few more days till we hit the shortest day of the year! Soon be time to celebrate! And what's with the weather? I love global warming""",F,F
"b'@_ZacharyMiller @HumbleJackson https://t.co/ApcTyIssAp , https://t.co/VwcEuGKwPO ,  https://t.co/npVncHyMJH'",F,F
b'Pompus Climate Change Denier Gets a Science Lesson. https://t.co/LopUyemTAW #CollossolDonut #GreenhouseEffect #ClimateChange #Ignorance',F,F
"b'RT @HalifaxEditor: If global warming is real, how come my feet are so damn cold? Answer that you so-called ""scientists""!'",T,T
"b'@realDonaldTrump YES....Obama was born here, global warming is real, Russia is hacking....now how about you start making America great again'",F,F
"b'pnwsocialists: Steve Bannon: ""Global warming is manufactured"" hoax via /r/climate https://t.co/6w2lPhqzgr #rejectcapitalism #soci\xe2\x80\xa6 \xe2\x80\xa6'",F,F
"b""@ChristiChat It's 20 global warming degrees right now! \xf0\x9f\x98\xac""",F,F
"b'RT @InvestorsCIub: #2017predictions Market Crash, Russia and U.S coming together, Wars over Global Warming, Commercial Space Travel, China\xe2\x80\xa6'",T,T
"b'Today\'s weather forecast: Arctic blast chills US followed by storm of ignorant ""ain\'t no global warming"" #climate-change denying tweets. #p2'",F,F
b'RT @threeinchfooll: Exclusive! RSS Scientists Have Discovered the Single Cause of Global Warming!!! https://t.co/8QxTf6qr8Q',T,T
b'RT @Carbongate: Svensmark: \xe2\x80\x9cglobal warming stopped and a cooling is beginning\xe2\x80\x9d \xe2\x80\x93 \xe2\x80\x9cenjoy global warming while it lasts\xe2\x80\x9d https://t.co/0YjEQcv\xe2\x80\xa6',T,T
"b""@X_Aeon_X just think of how cold it would've been without global warming...""",F,F
b'The Collapse of the Global Warming Scare https://t.co/jemm0Hagru',F,F
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
"b'RT @BruceBourgoine: Today\'s weather forecast: Arctic blast chills US followed by storm of ignorant ""ain\'t no global warming"" #climate-chang\xe2\x80\xa6'",T,T
"b""@NPR yesterday, I heard a show that discussed Exxon's knowledge of Global Warming back as far as the 70s, I can't find that show. Help?""",F,F
b'@guardian a nuclear winter might be good for global warming \xf0\x9f\x99\x83',F,F
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
"b'Healthy posts: Humans, Global Warming To Blame For Rise In Shark ... https://t.co/BREDuslmPx https://t.co/zrO4roF5qP'",F,F
"b'RT @BruceBourgoine: Today\'s weather forecast: Arctic blast chills US followed by storm of ignorant ""ain\'t no global warming"" #climate-chang\xe2\x80\xa6'",T,T
"b'@Kidn_Me @jimdwrench \n\nThe suckin wind group Leonardo, Obama, Al Gore Global\nWarming? Climate Change https://t.co/TYleYPslqu'",F,F
b'New Study Casts Doubt On A Key Metric For Predicting Global Warming https://t.co/2mWgr1wPVU via @dailycaller #climatechange #globalwarming',F,F
"b""Dear Liberals,\n\nGlobal warming isn't real family members to remaking old riddle: how long will still so probably wondering""",F,F
"b'RT @BruceBourgoine: Today\'s weather forecast: Arctic blast chills US followed by storm of ignorant ""ain\'t no global warming"" #climate-chang\xe2\x80\xa6'",T,T
b'https://t.co/V3OrHLS2Fc https://t.co/ST1YWu06kM',F,F
b'The fate of the climate under team Trump https://t.co/FDCr5OC5em\nDonald Trump Mocks Climate Change And Global Warmi\xe2\x80\xa6 https://t.co/m5aXBXH7Cj',F,F
"b'@nbcwashington The MSM is contaminated with fake news. If you like your doctor.. Due to global warming, more hurricanes than ever..etc etc.'",F,F
b'RT @SenatorMRoberts: Must read analysis by leading climate scientist on the collapse of global warming scare. https://t.co/XRGuIkhYjy',T,T
b'My way of learning could cause global warming :|',F,F
b'Global Warming Theories Implode With Record High Sea-Ice Levels - https://t.co/RkcrvzaghE https://t.co/wFUBqdqTcS',F,F
b'RT @threeinchfooll: Exclusive! RSS Scientists Have Discovered the Single Cause of Global Warming!!! https://t.co/8QxTf6qr8Q',T,T
b'RT @InvestWatchBlog: Global Warming Theories Implode With Record High Sea-Ice Levels - https://t.co/RkcrvzaghE https://t.co/wFUBqdqTcS',T,T
"b"".@metoffice @Cartoonsbyjosh Global  warming? NYT claim American polar vortex down to global warming. Please explain. Old vortices weren't!""",F,F
"b'Taking bets on how long it\'ll take one of my colleagues to say, ""How \'bout that global warming?"" this morning.'",F,F
"b'RT @alvariteus: Sorry Global Warming Alarmists, The Earth Is Cooling https://t.co/o7kSZlEgZe'",T,T
"b'#2017Predictions - It gets cold, global warming scoffed, it gets hot, global warming real.'",F,F
b'#TOEIC 800\xe2\x86\x92There is #insufficient scientific evidence to attribute climatic disasters to global warming.\n#sayiea #\xe8\x8b\xb1\xe8\xaa\x9e https://t.co/ewnKx6IfAG',F,F
b'Es en serio. https://t.co/UT8TWyirug',F,F
b'RT @wattsupwiththat: NYT Blames Winter Chill on Global\xc2\xa0Warming https://t.co/Wu1YOHAmfz https://t.co/Jhs7AeyuXj',T,T
"b""California says it's going to start suing if Donald Trump ignores climate science | @independent https://t.co/3kcJBDVP60""",F,F
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'I legit just started crying at this restaurant cos im all passionately discussing global warming with beau lolll',F,F
b'@LongTplexTrader Trump already solved global warming',F,F
b'Please ppl! Bring your pets inside!!!!!!! https://t.co/PJfrHcchiX',F,F
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
"b""Global warming my asshole. It's 15 degrees outside right now and I want to die.""",F,F
"b""RT @straitgateactgp: 'Sea levels could rise by two metres and the consequences should terrify you' https://t.co/yvuF4spLM4 #climate""",T,T
b'RT @RodPolisher: @JamesDelingpole This whole global warming malarkey has me stumped? More @vizcomic wisdom... https://t.co/LUrMd0UMH4',T,T
b'RT @xebec78: @DailyCaller this global warming is going to freeze me to death...',T,T
b'-15 Celsius in Boston today. God damn global warming. \xf0\x9f\x98\xb3',F,F
"b""RT @DeSmogUK: California says it's going to start suing if Donald Trump ignores climate science | @independent https://t.co/3kcJBDVP60""",T,T
"b'@818kicks_ pollution, global warming, lower price of consumer, look into production cost of the two types of car'",F,F
b'RT @SenatorMRoberts: Must read analysis by leading climate scientist on the collapse of global warming scare. https://t.co/XRGuIkhYjy',T,T
b'Governor Moonbeam Vows to Launch Own Satellites to Fight Global Warming\n\nGovernor Moonbeam can finance the satellites just like the light r\xe2\x80\xa6',F,F
b'@Southof5and20 Global Warming! \xf0\x9f\x98\x89\xf0\x9f\x98\x89',F,F
"b""Het is ook winter in New York. Komt door 'Global Warming' volgens NYT https://t.co/7lKyvkSblJ""",F,F
b'RT @treystahl_: how is global warming even a thing rn when the whole united states has basically frozen over',T,T
b'@SenSanders What can we do to keep Rex Tillerson from this important position - as global warming is real!',F,F
b'Global warming where you at??? https://t.co/unWa39zhA8',F,F
b'RT @PatriotGeorgia: New Study Casts Doubt On A Key Metric For Global Warming | The Daily Caller https://t.co/jvYbaAPGuJ',T,T
"b""@danmonaghan @peterdaou them, who deny global warming and who's opinion of Putin is higher than their opinion of Sanders?""",F,F
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
b'RT @RodPolisher: @JamesDelingpole This whole global warming malarkey has me stumped? More @vizcomic wisdom... https://t.co/LUrMd0UMH4',T,T
b'RT @RodPolisher: @JamesDelingpole This whole global warming malarkey has me stumped? More @vizcomic wisdom... https://t.co/LUrMd0UMH4',T,T
b'RT @wattsupwiththat: NYT Blames Winter Chill on Global\xc2\xa0Warming https://t.co/Wu1YOHAmfz https://t.co/Jhs7AeyuXj',T,T
b'Global warming is a lie https://t.co/IVHuw5Zwa0',F,F
"b""RT @JGDphoenixrises: Would have recommended Climate Change 101. Then realized would be like water over a duck's back. https://t.co/ytOFXBhv\xe2\x80\xa6""",T,T
b'@ProfSteveFuller the increasing no of instances of manipulation of data (e.g. re global warming) to secure research funding is best example',F,F
"b""RT @DeSmogUK: California says it's going to start suing if Donald Trump ignores climate science | @independent https://t.co/3kcJBDVP60""",T,T
"b'New post: ""Governor Moonbeam Vows to Launch Own Satellites to Fight Global Warming"" https://t.co/fwWTyyEEjJ'",F,F
"b'Aye , where that global warming ? I need that'",F,F
b'DEMENTED!D. Friedman for Israel!Refusal to take Intel Briefings;to accept the Hacking; the Conflicts of Interest;Global Warming; etc.',F,F
"b""baby it's cold outside. Global warming my ass.""",F,F
"b'That would be Hillary, not Hilary. Remember, he was named after Hillary Clinton. https://t.co/exdlHZnweO'",F,F
"b""Why don't you go back to talking about global warming or something on your way out snake man. https://t.co/72MfJT4p0Y""",F,F
b'RT @ClimateNovelist: US could see extreme rains increase of 400% by end of century https://t.co/KMz1WfrDqG',T,T
b'What is fast fashion? And how does it contribute to global warming as well as to human slavery? Read about it here: https://t.co/NA43ucs5kl',F,F
"b""An interesting thought in the article about who gets to choose the Earth's new temperature. Brake GW but to what ex\xe2\x80\xa6 https://t.co/R2kkasYbc0""",F,F
b'@fbz What happens to the round buildings when the earth tilts due to global warming?  THEN WHAT?!?',F,F
b'@CNN stoops at CNN...remember...the earth was heading for an ice age..then global warming..now its climate change..who are the dopes?',F,F
b'Governor Moonbeam Vows to Launch Own Satellites to Fight Global Warming @fpmag\nhttps://t.co/tB1gFU6LEV',F,F
"b'RT @Conservatexian: New post: ""Governor Moonbeam Vows to Launch Own Satellites to Fight Global Warming"" https://t.co/fwWTyyEEjJ'",T,T
b'I think Global warming is in effect today',F,F
b'Russia taking control did not happen over night While America was tied up with #NATO #UN global warming PUT-IN ORDER https://t.co/Z3Bed22Xq4',F,F
"b""@tomfriedman - Global Warming is Fake News!  Liberals R trying to keep these Global Warming Alarmist  employed by Gov't @CNN @NewDay""",F,F
"b""A 'Green Wall' against fossil fuels on the West Coast: https://t.co/HFWFbwQINB""",F,F
b'It seems incontrovertible to me that there is a global warming effe... #BjornLomborg #citation https://t.co/VFPCUIwiOB',F,F
"b""RT @the_eco_thought: Stop calling it climate change. It's global warming. Actually stop calling it global warming. It's mass extinction. Ma\xe2\x80\xa6""",T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
"b""California says it's going to start suing if Donald Trump ignores climate science https://t.co/i2lhdNuvhV""",F,F
b'alam niyo kung kailan nagkaroon ng global warming? nung pinanganak ako \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',F,F
"b""Now here's 'fake news': Feeling a Chill? Blame the Polar Vortex. And Global Warming. https://t.co/ILnrQX1Lnp""",F,F
b'Global Warming....right?\nWhy Is it So Darn Cold? https://t.co/72a1Tm4UdI via @NBCNews',F,F
"b'@wikileaks How about all the nations working together to end terrors, wars, diseases, famine, hunger, and global warming.'",F,F
"b'RT @johnupton: Setting aside hype and nonsense, here\'s a nice ""polar vortex"" and cold weather explainer. https://t.co/JZVVL0esYQ https://t.\xe2\x80\xa6'",T,T
b'What a dumbass. https://t.co/rd5NrzpsdQ',F,F
"b""RT @DeSmogUK: California says it's going to start suing if Donald Trump ignores climate science | @independent https://t.co/3kcJBDVP60""",T,T
b'Starting to lose your faith in #Science and #ClimateChange because of Rochester\xe2\x80\x99s recent spate of cold and snow? https://t.co/ZGKUTe61tJ',F,F
"b'RT @PatelBharat901: It would be funny if, with everyone freaking out about global warming we ended up dying in a good old 60s throwback nuc\xe2\x80\xa6'",T,T
"b""If you think global warming is fake you're a fuckin moron""",F,F
"b""We aren't going to be able to fix any of this with Trump and his global warming denying, fossil fuel loving cabinet\xe2\x80\xa6 https://t.co/FQoi01ntNE""",F,F
b'RT @threeinchfooll: Exclusive! RSS Scientists Have Discovered the Single Cause of Global Warming!!! https://t.co/8QxTf6qr8Q',T,T
b'RT @MichaelRCaputo: Frequent hysterical exaggeration is why the global warming theory is questioned so often https://t.co/D8QibsolLC',T,T
"b""RT @ChristiChat: Brrr, baby it's cold outside!\n\nTo all of us experiencing this\nGlobal Warming Ice Age:\n\nPut a log on the fire, grab\xe2\x80\xa6 """,T,T
"b""RT @SteveSGoddard: Dear @guardian -\nYour global warming scam ends in 40 days. \nPerhaps a good time to revert back to your 1970's globa\xe2\x80\xa6 """,T,T
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
b'#2017Predictions more bad storms as HAARP continues to run. Globalists push Global Warming scam into high gear to make bank.',F,F
b'Feeling a Chill? Blame the Polar Vortex. And Global Warming. https://t.co/hDwmB9KNaI',F,F
b'RT @petefrt: Scientists Say New Study Is A Death Blow To Global Warming Hysteria https://t.co/zgHPQg60kr #tcot #pjnet #p2  https://t.co/sFC\xe2\x80\xa6',T,T
"b'RT @PatelBharat901: It would be funny if, with everyone freaking out about global warming we ended up dying in a good old 60s throwback nuc\xe2\x80\xa6'",T,T
b'@politicaljunkee @newscientist The biggest threat to the world is definitely global warming. The damages would be un-imaginable',F,F
"b""Global warming's fingerprints seen in 24 weird weather cases. https://t.co/r42gIs0jSO""",F,F
b'Kentut dari hewan-hewan purba adl penyebab utama global warming di zaman dinosaurus.[BBCnews]',F,F
"b'@NBCNews Chromosomes define our sex you morons,you guys preach scientific ""theories"" on Global warming but ignore this ?'",F,F
"b""RT @jeremyschulman: Energy sec. nominee Rick Perry knows 3 things about global warming: It's a hoax, he's not a scientist, and\xe2\x80\xa6we forget ht\xe2\x80\xa6""",T,T
"b""5yr old nephew- hows santa gonna find me in mexico\nMe- well babe Santa isn't real but you know what is. Global warming! \n#staywoke""",F,F
b'RT @BobMacAZ: FIRE THEM ALL...Obama\xe2\x80\x99s Energy Department Refuses to Cooperate with Trump: Won\xe2\x80\x99t Name Global Warming Workers https://t.co/QS7\xe2\x80\xa6',T,T
b'What happened to global warming?',F,F
"b""@Synthgamer @Femitheist it's like comparing the earth's roundness (sphere) to global warming.""",F,F
