text,effective
b'RT @khalifallah: I will NEVER lead any woman to an abortion clinic in my community! #MakeOurNeighborhoodsGreatAgain',T,T
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
"b'Is Whoopi a man, woman or something in between? One thing 4 sure, she serves absolutely no purpose 4 humanity #MAGA \nhttps://t.co/SpP3LFf13W'",F,F
b'Be great for abortion supporters  and baby rapists https://t.co/FXjgfZONhe',F,F
"b""RT @JessicaValenti: Research shows the only time abortion has an impact on women's mental health is when they're denied the procedure. http\xe2\x80\xa6""",T,T
"b'RT @FrMatthewLC: If news organizations want to call us ""anti-abortion"" rather than ""pro-life"" at least be consistent and say ""pro-abortion""\xe2\x80\xa6'",T,T
b'RT @katlynadams16: reading things about people supporting and trying to justify abortion makes me sick to my stomach',T,T
"b'RT @4womenslib: Break out committees at NWL mtg!! Abortion, think tank, and #womenstrike. https://t.co/e4YSz9OcNe'",T,T
b'The new fetal burial rules in Texas are temporarily blocked in court https://t.co/MtXKHJ50Gp via @voxdotcom',F,F
"b'B/C liberals teach their children to leave the church at 6 over abortion, Chelsea.Or a 14 y/o frets about it (Georg\xe2\x80\xa6 https://t.co/F2AN1twUan'",F,F
"b'#BlackWoman. How low are you, that you would disgard your own sead so flippantly?  https://t.co/tJ3vuURz7E'",F,F
"b'Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",F,F
"b'RT @PsychNews: Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",T,T
b'#WTF Britain goes beyond fucked up #Trump #TCOT #p2 #England #Britain #UK #fuckedup #fdup #TrumpPresident #abortion\xe2\x80\xa6 https://t.co/DwkGUwUS1s',F,F
"b""RT @_catmand00d: Btw we're hitting up the whataburger on 10th after! Lmao. Lets pack up the whataburger. I'll leave condoms and abor\xe2\x80\xa6 """,T,T
"b'RT @Slate: Trump\xe2\x80\x99s labor secretary pick has a long, slimy history with anti-abortion schemes: https://t.co/KNwa5MQgOt https://t.co/jGaVSKlf\xe2\x80\xa6'",T,T
b'@UniteWomenOrg Late Term abortion is more often than not a pallitive care decision for a very wanted child. And Ohio took that away.',F,F
b'RT @DinoFancellu: @GirlsOfEuropa @StefanMolyneux They worship anything that is bad. It is their way to become closer to Satan. Hence aborti\xe2\x80\xa6',T,T
"b'LOLGOP: RT NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/seAbcJ0wjV \xe2\x80\xa6 https://t.co/letaEpMxaq'",T,T
"b'RT @PsychNews: Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",T,T
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/wHeLOvbodq',F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/iyiF0cJlf6',F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/YZPDJHMig4',F,F
b'I just need to remind myself how much I need to educate these dumb bitches about abortion I wILL BE FIIIIINE',F,F
"b'If she has an abortion, or now even a miscarriage, they seriously want to require a burial? I can\xe2\x80\x99t imagine my bill after our miscarriage'",F,F
"b""@TheView @JoyVBehar @WhoopiGoldberg comparing Christmas to abortion aren't you cohorts embarrassed? View=loosing brain cells=cancellation""",F,F
b'RT @LifeNewsToo: Facebook Will Use Pro-Abortion Media Outlets to Censor So-Called \xe2\x80\x9cFake News\xe2\x80\x9d https://t.co/B77TprZvtj https://t.co/MoXpPxYQ\xe2\x80\xa6',T,T
b'#cabbage soup diet fact online shopping of abortion pill',F,F
"b""Red Sky, Turkingtons, Iris/Loughkeepers Inn, NAMA, Charter NI, #RHI, abortion, gay marriage, Robbo's remarks about Muslims, #thanksDUP""",F,F
"b""We MUST keep abortion legal despite a Trump administration. Add your name to protect the progress we've made: https://t.co/50iHoGCNj0""",F,F
b'Federal judge halts controversial Texas abortion rule https://t.co/OJOCXpjjqL https://t.co/ac0iuam1sn',F,F
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
"b""RT @TheCoratee: Oklahoma's bizarre anti-abortion bathroom sign policy is going to cost small business $2.3 Million. https://t.co/t8SuANKp9Q""",T,T
b'@WhoopiGoldberg how dare you compare Christmas to abortions! #noclass #resignnow #merrychristmas  https://t.co/TclP91zD90',F,F
"b'RT @PsychNews: Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",T,T
"b'RT @EmmMacfarlane: Despite the faux concern expressed by anti-choicers, this is an important (but not surprising) finding. https://t.co/bEi\xe2\x80\xa6'",T,T
b'RT @VivaLaAmes: Video: IDIOT Whoopi compares celebrating Christmas to getting an abortion. Why is compost-heap @TheView still on TV?\nhttps:\xe2\x80\xa6',T,T
b'RT @KateKarpilow: Abortion Is Found to Have Little Effect on Women\xe2\x80\x99s Mental Health https://t.co/Vqr2Ln5HbM',T,T
b'RT @theblaze: Federal judge halts controversial Texas abortion rule https://t.co/i0xkNWbZyV https://t.co/ejzeWrbdpW',T,T
"b""What Ohio's 20-Week #Abortion Ban Law Will Really Mean For Women https://t.co/qaYnFBdhAS""",F,F
b'RT @RefuseFascism: Trump vows to pack the Supreme Court with justices who will take away  right to abortion &amp; gay rights. Act now\xe2\x80\xa6 ',T,T
"b'RT @DailySignal: As the nation\xe2\x80\x99s largest abortion provider, Planned Parenthood raked in $700 Million in profit last year. https://t.co/HIgS\xe2\x80\xa6'",T,T
"b'RT @endgame1290: @VivaLaAmes @TheView  How pathitic whoopee should speak of abortion when margaret sanger wanted to cull black population,\xe2\x80\xa6'",T,T
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
b'Abortion Doesn\xe2\x80\x99t Negatively Affect Women\xe2\x80\x99s Mental Health https://t.co/otEMQ6aA4E https://t.co/toOHECje4f',F,F
b'RT @bethanyshondark: Life ends with the cessation of a heartbeat and starts with it beginning.  https://t.co/jTOI9M6VTl',T,T
b'Abortion Doesn\xe2\x80\x99t Negatively Affect Women\xe2\x80\x99s Mental Health https://t.co/krY77zRMvj https://t.co/Zn6x3yGWx9',F,F
b'Federal judge halts controversial Texas abortion rule https://t.co/pqXfJ7tJgS https://t.co/XZ1xuWb5sv',F,F
b'Federal judge halts controversial Texas abortion rule https://t.co/yTy9PYqR8Z https://t.co/bbxSKd4N5h',F,F
b'@TrinityBeliever @rigsby_michelle @megynkelly youre neighborhood abortion clinic that sell fetus parts',F,F
"b""RT @ellexvip: But here's still hoping na Threatened Abortion meaning Iris can still carry on w/ the pregnancy given the proper management.\xe2\x80\xa6""",T,T
"b""@baileytron Losing abortion rights doesn't scare me. The fact that in 2016, we still think that BODIES can be LEGISLATED scares me.""",F,F
"b'@HarryThetech76 @gooseycheeks @peacebewithus11 @JStgoalie Majority rule would mean no gay marriage, prayer in schools, no abortion...'",F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
b'@Tuelp_Fiction @bethanyshondark https://t.co/u760VzSy2o',F,F
b'ADOPTION IS SAFEST FOR ALL INVOLVED https://t.co/T9HUrnrg1C',F,F
b'RT @LifeNewsHQ: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/p13dDKAJmi #DefundPP\xe2\x80\xa6 ',T,T
"b""What Ohio's 20-Week Abortion Ban Law Will Really Mean For Women https://t.co/D9EnZ4f0vj""",F,F
"b""The December Newsletter is here!\nIt's all about Choices. \n#Contraception, #Abortion, #Sexism and more. \nDownload... https://t.co/ddg9CNPpFR""",F,F
"b""RT @kossslovesbread: Conservatives focus solely on getting rid of abortion like they're doing Gods work lol""",T,T
"b'RT @PsychNews: Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",T,T
"b""RT @NoahCRothman: Moscow outlawed evangelism outside church because it promotes dissent. Bishops &amp; Kirills Kremlin-approved. World's\xe2\x80\xa6 """,T,T
"b""RT @Rewire_News: Getting an abortion in Texas? Take the state's required package of misinformation with a huge grain of salt.\xe2\x80\xa6 """,T,T
"b'Guns, abortion, and beer are what make America great.'",F,F
b'This is SUCH an important read https://t.co/osiDeTKwkA',F,F
b'Federal Judge Temporarily Null Texas Abortion Rule https://t.co/q17AxmsntP',F,F
"b""RT @laurenarankin: HI GUYS. A 20 WEEK ABORTION BAN IS UNCONSTITUTIONAL BECAUSE ROE VS. WADE IS STILL THE LAW OF THE LAND. WE DIDN'T MAKE TH\xe2\x80\xa6""",T,T
b'RT @VivaLaAmes: Video: IDIOT Whoopi compares celebrating Christmas to getting an abortion. Why is compost-heap @TheView still on TV?\nhttps:\xe2\x80\xa6',T,T
b'RT @Dxvine_: \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/1znMgawCkK',T,T
b'RT @OohHeyGigi: \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xe2\x80\xa6 ',T,T
b'RT @Zombie_Myles_: DAMN https://t.co/nfipyf39bE',T,T
"b'@VLRAmyCurtis @sqeptiq 25 years ago, my gf &amp; I chose adoption over abortion. Today, our birth daughter is married w a new daughter 1/2'",F,F
b'Matt Walsh: Abortion does not preserve a woman\xe2\x80\x99s life \xe2\x80\x94 it preserves her lifestyle https://t.co/4rnUYEDUuF via @MattWalshBlog @theblaze',F,F
b'Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/Bk5wAe5rtb',F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
b'RT @mtn_drew__: To the Immediate and swift repeal of the murdering of innocent babies. (Abortion) https://t.co/ob8pv2kaWT',T,T
b'RT @LifeNewsHQ: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/hcfU1IMr8X #DefundPP\xe2\x80\xa6 ',T,T
b'Why get an abortion in the first place? Prayers for the unborn. https://t.co/gTH1GI9j5s',F,F
b'RT @saltedstella: a whole dumbass https://t.co/WTawhTYW72',T,T
b'RT @WalshFreedom: .@WhoopiGoldberg compares your right to celebrate Christmas to your right to get an abortion.\n\nCan someone help her? http\xe2\x80\xa6',T,T
"b""RT @artapaik: i'm the black women that black women are aborting https://t.co/RlbahfZPzI""",T,T
"b'RT @PoliticalSock: @VLRAmyCurtis @sqeptiq 25 years ago, my gf &amp; I chose adoption over abortion. Today, our birth daughter is married w a ne\xe2\x80\xa6'",T,T
"b'Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/nUUavd0t5e'",F,F
b'SBAList : RT ToThePoint_KCRW: Abortion rights in the Trump era SherylNYT SBAList PPLosAnge\xe2\x80\xa6 https://t.co/VqMGZWVV68) https://t.co/6mdCZpC0BB',T,T
b'RT @DammitMarkus: Did a aborting a cluster of cells just get compared to murdering living human beings? https://t.co/Ax98VaXQr7',T,T
"b""MT @tgradous:Sen Lankford (R-OK) What Abortion's Really About. https://t.co/szKSxuRIkz https://t.co/jM9NouVkdR #UnbornLivesMatter #PJNET""",F,F
b'RT @StevenErtelt: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/ifd3fLgiQ5 #DefundPP\xe2\x80\xa6 ',T,T
b'RT @TheDailyShow: John Kasich makes a compromise on abortion restrictions in Ohio. @michelleisawolf reports: https://t.co/XYaWrFbfKG https:\xe2\x80\xa6',T,T
b'milf with abortion https://t.co/SBx4n5Pl3R',F,F
b'Facebook Will Use Pro-Abortion Media Outlets to Censor So-Called \xe2\x80\x9cFake News\xe2\x80\x9d https://t.co/tYSJBcYYoZ',F,F
b'Abortion Doesn\xe2\x80\x99t Negatively Affect Women\xe2\x80\x99s Mental Health\xc2\xa0https://t.co/JDXgNWfVh1',F,F
b'RT @LifeNewsToo: Facebook Will Use Pro-Abortion Media Outlets to Censor So-Called \xe2\x80\x9cFake News\xe2\x80\x9d https://t.co/B77TprZvtj https://t.co/MoXpPxYQ\xe2\x80\xa6',T,T
b'Abortion Doesn\xe2\x80\x99t Negatively Affect Women\xe2\x80\x99s Mental Health https://t.co/JDXgNWfVh1 https://t.co/lPAz3lBVOK',F,F
"b'RT @PsychNews: Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",T,T
b'RT @DammitMarkus: Did a aborting a cluster of cells just get compared to murdering living human beings? https://t.co/Ax98VaXQr7',T,T
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/MnFI4lcl4B',F,F
"b'RT @MarthaPlimpton: Framing abortion rights as a ""debate"" is like calling the right 2 vote a ""debate."" Or the right 2 MARRY WHO U LOVE. We\xe2\x80\xa6'",T,T
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/6QqGUqHJBN',F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/h0ysd5kiZ5',F,F
"b""Women who've had late-term abortions explain why Ohio's new law is arbitrary and cruel https://t.co/ixe5cwS0U2 via @TheScope""",F,F
"b'.@johnhawkinsrwn I can\'t. Because they will use AP Style and change words like ""pro-life"" to ""anti-abortion"" in your article.'",F,F
b'RT @ThegirlMelo: So her bf (who worked 12hr shifts in shop on min wage 2provide 4 his mum &amp; lil sis) worked TONS of overtime to pay for an\xe2\x80\xa6',T,T
"b""RT @emilyslist: Threats against abortion providers have increased in response to Trump's election. #StandWithAbortionProviders https://t.co\xe2\x80\xa6""",T,T
b'MT @Singerman2000: Respect for life &amp; correcting our Country begins with ending #abortion. https://t.co/V0xR9QDk8k #UnbornLivesMatter #PJNET',F,F
b'Oklahoma Supreme Court throws out abortion law on hospital admitting privileges: https://t.co/nv4ny2NT75 via @doublexmag',F,F
b'RT @JaySekulow: The #Obama Admin just issued a regulation that bans states from defunding #PlannedParenthood\xe2\x80\x99s #abortion business: https://\xe2\x80\xa6',T,T
b'ADOPTION SAFEST AND THE MOST LOVING THING TO DO FOR ALL INVOLVED. MAKE A WISHFUL CHILDLESS COUPLE A FAMILY #heaven\xe2\x80\xa6 https://t.co/xK2yqMUpNM',F,F
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
b'RT @Yungslimpickens: Easy guys https://t.co/3bg5Y4KzDm',T,T
b'RT @ThegirlMelo: 7 months after the abortion... he proposed to her. I literally felt sick...',T,T
b'RT @___vixxvi: \xf0\x9f\x99\x84 https://t.co/se7cWpxlIk',T,T
"b""what's your take on abortion?""",F,F
b'RT @radvaz: In India you will need to be married to get an abortion. Unless we can change things. https://t.co/rCs5F6yfAz',T,T
"b""RT @mrJackCalvert: Religious fanatics are thrilled about Trump because they'll be able to ban abortion and go after the gays again: https:/\xe2\x80\xa6""",T,T
b'RT @Monaca6: What the actual fuck? This country gets worse by the hour. Will any of these signs be posted in the male restrooms? https://t.\xe2\x80\xa6',T,T
b'RT @JaySekulow: The #Obama Admin just issued a regulation that bans states from defunding #PlannedParenthood\xe2\x80\x99s #abortion business: https://\xe2\x80\xa6',T,T
b'@JustYourKarma @yobynnad1127 @realDonaldTrump I often think Whoopi herself is the remnant of a failed abortion.',F,F
b'RT @peddoc63: Have you noticed that everyone who supports abortion has already been born\xf0\x9f\xa4\x94Who said that? https://t.co/rxdgcBPPAz',T,T
"b'RT @Slate: Trump\xe2\x80\x99s labor secretary pick has a long, slimy history with anti-abortion schemes: https://t.co/KNwa5MQgOt https://t.co/jGaVSKlf\xe2\x80\xa6'",T,T
"b'I am? Odd, I\xe2\x80\x99ve never, not even once, called to ban abortion and the only people I tell what to do are the ones I g\xe2\x80\xa6 https://t.co/E7a8c9Bzq2'",F,F
b'@KMSchweitz https://t.co/UVAiOpDdMy',F,F
"b""#Blackwoman. You disgard your seed like it's yesterdays trash.  and have the goal to talk about #KKK and racist. https://t.co/tJ3vuURz7E""",F,F
b'RT @__MIKHA: How does one lack so much logic....... https://t.co/ZbaAm9DuLl',T,T
b'RT @peddoc63: Have you noticed that everyone who supports abortion has already been born\xf0\x9f\xa4\x94Who said that? https://t.co/rxdgcBPPAz',T,T
b'RT @VivaLaAmes: Video: IDIOT Whoopi compares celebrating Christmas to getting an abortion. Why is compost-heap @TheView still on TV?\nhttps:\xe2\x80\xa6',T,T
b'ADOPTION SAFEST AND THE MOST LOVING THING TO DO FOR ALL INVOLVED. MAKE A WISHFUL CHILDLESS COUPLE A FAMILY @TheView\xe2\x80\xa6 https://t.co/3O8GRqBu96',F,F
"b'RT @FrMatthewLC: If news organizations want to call us ""anti-abortion"" rather than ""pro-life"" at least be consistent and say ""pro-abortion""\xe2\x80\xa6'",T,T
b'RT @StevenErtelt: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/ifd3fLgiQ5 #DefundPP\xe2\x80\xa6 ',T,T
b'RT @Monaca6: What the actual fuck? This country gets worse by the hour. Will any of these signs be posted in the male restrooms? https://t.\xe2\x80\xa6',T,T
b'RT @hazards4: MT @Singerman2000: Respect for life &amp; correcting our Country begins with ending #abortion. https://t.co/V0xR9QDk8k #UnbornLiv\xe2\x80\xa6',T,T
"b""RT @WhoIsPierre: Black Women kill more Black Women then Black Men do by way of Abortion but yall don't like to talk about them stats""",T,T
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
"b""@jerrylmassey @DonnaDeFazio @EmanuelGaldes1 @WestWingReport The fact that Ohio's made abortion virtually impossible to get?""",F,F
"b'RT @NationalMemo: Another Day, Another Abortion Restriction\nhttps://t.co/KDztYbUbeB https://t.co/D5QoDcui0p'",T,T
"b'Abortion Is Found to Have Little Effect on Women\xe2\x80\x99s Mental Health, via @nytimes https://t.co/8gsgwJ3ySJ'",F,F
b'RT @skry: The new fetal burial rules in Texas are temporarily blocked in court https://t.co/MtXKHJ50Gp via @voxdotcom',T,T
b'RT @VivaLaAmes: Video: IDIOT Whoopi compares celebrating Christmas to getting an abortion. Why is compost-heap @TheView still on TV?\nhttps:\xe2\x80\xa6',T,T
"b'Bitches who use abortion 4 birth control should have to pay 4 their abortion,not us &amp; they should have to humanly b\xe2\x80\xa6 https://t.co/mMOAhXadpE'",F,F
b'Whoopi your are a liberal fat see you next Tuesday bitch from hell ha! https://t.co/qGnLzIvPQy',F,F
"b'RT @EsmeraldaKiczek: Abortion hurts women. This won\xe2\x80\x99t stop until women stand up in unison &amp; say: This is unacceptable, We deserve better\xe2\x80\xa6 '",T,T
b'The 9 countries in the world with the most draconian abortion laws https://t.co/IqQCH79Rml',F,F
"b""RT @Chris_1791: Abortion Truth: If It's Not a Baby Then You're Not Pregnant https://t.co/5kKvdlxTfz #abortion #prolife https://t.co/sqCr2FK\xe2\x80\xa6""",T,T
"b""@ImKingGinger Let's end abortion in 2017.""",F,F
b'@WhoopiGoldberg sign up as an organ donor; you will have at last brought value to the world...provided organ redemp\xe2\x80\xa6 https://t.co/pfan2PNMrz',F,F
"b'@Jaxsaxman @LifeIssuesUSA\nCheckOut Obama\'s fav Xmas recipes!\n\n""ProLifeDem"" Priorities:\n1-98.Left Agenda\n99.Pretend\xe2\x80\xa6 https://t.co/2lReRIDNJZ'",F,F
b'RT @DesMatelske: No politician or government should be able to make the choices of what I do or want to do with my body. Its my body\xe2\x80\xa6 ',T,T
b'Consider this: Being #Denied an #Abortion Is Worse for Women\xe2\x80\x99s #Mental-Health Than Getting One\xe2\x80\xa6 https://t.co/jjjuLz1NyP',F,F
b'Facebook Will Use Pro-Abortion Media Outlets to Censor So-Called \xe2\x80\x9cFake News\xe2\x80\x9d https://t.co/ODj0fdJ1O9 https://t.co/Vl7RaGZcrF',F,F
b'RT @JustYourKarma: She is the biggest Racist who screams Racism all the time! She uses #TheView as a platform to spew her hate\xe2\x80\xa6 ',T,T
b'RT @AtheistEngineer: Planned Parenthood provides low-cost reproductive care to the poor. Calling it an abortion provider is like calling\xe2\x80\xa6 ',T,T
"b'RT @Slate: Trump\xe2\x80\x99s labor secretary pick has a long, slimy history with anti-abortion schemes: https://t.co/KNwa5MQgOt https://t.co/jGaVSKlf\xe2\x80\xa6'",T,T
b'RT @LifeNewsHQ: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/p13dDKAJmi #DefundPP\xe2\x80\xa6 ',T,T
"b'https://t.co/okJXVaR13c Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/bBSA11iDl0'",F,F
"b""RT @peddoc63: I'm a doctor. Do you think an abortion is less invasive than a c-section if a mother is dying? This is falsehood by\xe2\x80\xa6 """,T,T
"b'RT @eemanabbasi: So white extremists scream ""all lives matter"" and ""abortion is murder,"" but think this is acceptable. Good to know. https:\xe2\x80\xa6'",T,T
b'RT @GregProops: Great atmosphere PEOTUS.\nYou deplorables really respect Women.\nJoin @PPact @NARAL and help stop the tide of misogyn\xe2\x80\xa6 ',T,T
b'GOD ISNT REAL! PRIVATE SCHOOLING IS A SCAM! ABORTION IS DOPE! COOPER HUNT LOOKS LIKE A BABY GAP MODEL!',T,T
"b'@timesofindia contraception, even abortion is miles better than an adoption at 47 days. #Nasbandiredux'",F,F
b'RT @LifeNewsHQ: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/p13dDKAJmi #DefundPP\xe2\x80\xa6 ',T,T
"b""RT @knowladgeispwr: MT @tgradous:Sen Lankford (R-OK) What Abortion's Really About. https://t.co/szKSxuRIkz https://t.co/jM9NouVkdR #UnbornL\xe2\x80\xa6""",T,T
b'RT @hawtdawgwater: GOD ISNT REAL! PRIVATE SCHOOLING IS A SCAM! ABORTION IS DOPE! COOPER HUNT LOOKS LIKE A BABY GAP MODEL!',T,T
"b'Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/36CBnq1AYp #psychology #healthnews'",F,F
"b'RT @LifeNewsHQ: Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find https://t.co/pFA9i0qJ2b https://t.co/c1WauQsKaz'",T,T
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b'i think he read my tweet :,-) https://t.co/rDqcedrtge'",F,F
b'RT @ChloeAngyal: This is not a moderate move. People will die in childbirth and be forced to carry unviable fetuses thanks to this m\xe2\x80\xa6 ',T,T
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/0t9p3n9q9O',F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/x4kVva31s8',F,F
"b""RT @ellexvip: But here's still hoping na Threatened Abortion meaning Iris can still carry on w/ the pregnancy given the proper management.\xe2\x80\xa6""",T,T
"b'RT @emmaladyrose: As reproductive rights are threatened, TV continues to expand the way it portrays abortion (by @zblay) https://t.co/z3dpW\xe2\x80\xa6'",T,T
"b""@shestokas Here's #prolife do-gooder cause to challenge  ur skills : https://t.co/Qm1FVHSlp8; #savethebabyhumans; Gloria Poole,RN,artist;""",F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
b'YUS! https://t.co/lTE1KLorq0',F,F
"b'RT @PsychNews: Abortion Not Harmful to Women\xe2\x80\x99s Mental Health, Study Suggests https://t.co/Vqgmxp3fnS'",T,T
"b'RT @EsmeraldaKiczek: Abortion hurts women. This won\xe2\x80\x99t stop until women stand up in unison &amp; say: This is unacceptable, We deserve better\xe2\x80\xa6 '",T,T
b'RT @TheDailyShow: John Kasich makes a compromise on abortion restrictions in Ohio. @michelleisawolf reports: https://t.co/XYaWrFbfKG https:\xe2\x80\xa6',T,T
"b'RT @greggilbert: What will the new fact-checking @facebook do with an article titled, ""Abortion ends the life of a human being""?  I\'ll give\xe2\x80\xa6'",T,T
